iter	Logloss
566	0.1422614134
567	0.1422378847
568	0.1422138662
569	0.1421843369
570	0.1421454919
571	0.1421329791
572	0.1421216537
573	0.1421109332
574	0.1420920781
575	0.1420818034
576	0.1420614803
577	0.1420392071
578	0.1420185307
579	0.1420088812
580	0.1419769429
581	0.1419620418
582	0.1419145748
583	0.1418860124
584	0.1418182447
585	0.1417800093
586	0.1417438151
587	0.1416781888
588	0.1416629788
589	0.1416035991
590	0.1415864002
591	0.1415727977
592	0.1415510337
593	0.1415065356
594	0.141489448
595	0.1414413724
596	0.1414027971
597	0.1413810198
598	0.1413558079
599	0.1413451036
600	0.1413212029
601	0.141300723
602	0.1412652562
603	0.1412436493
604	0.141220877
605	0.1412063388
606	0.1411834081
607	0.1411351099
608	0.1410970256
609	0.1410733183
610	0.141028196
611	0.1409722318
612	0.1409321466
613	0.140915872
614	0.1408980818
615	0.1408865788
616	0.140876679
617	0.1408460912
618	0.1408208602
619	0.1407936747
620	0.1407643824
621	0.1407253858
622	0.1407105584
623	0.1406774831
624	0.140656204
625	0.1406405429
626	0.1406235881
627	0.1405920477
628	0.1405719172
629	0.1405537218
630	0.1405365504
631	0.1404644343
632	0.1404394997
633	0.1404243774
634	0.1404039748
635	0.1403850936
636	0.1403689485
637	0.1403425862
638	0.1403190997
639	0.1403039433
640	0.1402768075
641	0.1402626181
642	0.1402453155
643	0.1402278522
644	0.1402146915
645	0.140187654
646	0.1401758249
647	0.1401564638
648	0.1401362599
649	0.1401168174
650	0.1400805628
651	0.1400401792
652	0.1399608266
653	0.1399252066
654	0.13990318
655	0.1398907403
656	0.1398572735
657	0.1398241263
658	0.1398241041
659	0.1398006382
660	0.1397849015
661	0.1397848901
662	0.1397700517
663	0.139749752
664	0.1397283853
665	0.1396833138
666	0.1396687945
667	0.1396517322
668	0.139623311
669	0.1396064264
670	0.139581439
671	0.1395787365
672	0.1395631731
673	0.1395528875
674	0.1395253866
675	0.1395088866
676	0.1394947414
677	0.139482766
678	0.139466874
679	0.1394248868
680	0.139405838
681	0.1393821014
682	0.1393630048
683	0.1393530552
684	0.1393369722
685	0.1393196886
686	0.1392604958
687	0.1392449617
688	0.1392425161
689	0.1392246746
690	0.1392012666
691	0.1391791322
692	0.1391443133
693	0.1391329925
694	0.1390988989
695	0.1390915332
696	0.1390635457
697	0.1390531278
698	0.1390376689
699	0.1390296356
700	0.1390073015
701	0.1389709637
702	0.1389428287
703	0.1389351021
704	0.1389084523
705	0.1388799812
706	0.1388557835
707	0.1388328175
708	0.138832812
709	0.1388187032
710	0.1388054431
711	0.1387582369
712	0.1387021853
713	0.1386662407
714	0.1386369556
715	0.1386207444
716	0.1386078958
717	0.1385872807
718	0.1385715685
719	0.1385621016
720	0.1385410635
721	0.1385184422
722	0.1385021673
723	0.1384894083
724	0.1384693637
725	0.1384558471
726	0.1384156879
727	0.138396796
728	0.1383839371
729	0.1383814714
730	0.1383640157
731	0.1383477912
732	0.1382970463
733	0.1382723079
734	0.1382544739
735	0.1382220161
736	0.1382196188
737	0.1382174874
738	0.1381707029
739	0.1381397457
740	0.1380974003
741	0.1380674106
742	0.1380412938
743	0.1380316946
744	0.1380135591
745	0.1380009074
746	0.1379911351
747	0.1379737983
748	0.1379555882
749	0.137936064
750	0.1379032244
751	0.137871335
752	0.1378457914
753	0.1377843039
754	0.1377305845
755	0.1377167705
756	0.1377055489
757	0.1376475243
758	0.1376115729
759	0.1376043033
760	0.1375409487
761	0.1375248918
762	0.1374749484
763	0.137459956
764	0.1374319096
765	0.1374181856
766	0.1373888504
767	0.1373729107
768	0.1373270935
769	0.1373034991
770	0.1372688583
771	0.1372568101
772	0.137229541
773	0.1371837347
774	0.1371464906
775	0.13710932
776	0.1370348044
777	0.1370167653
778	0.1370061478
779	0.1369650351
780	0.1369611121
781	0.1369456416
782	0.1369103534
783	0.1368964412
784	0.1368406809
785	0.1368024374
786	0.1367881683
787	0.1367758887
788	0.1367410861
789	0.1367061604
790	0.1366940258
791	0.1366544636
792	0.136630286
793	0.136618787
794	0.1365859583
795	0.1365586592
796	0.1365296254
797	0.1364690513
798	0.1364631834
799	0.1363933258
800	0.1363513989
801	0.1363147194
802	0.1362606709
803	0.1362365494
804	0.1362094009
805	0.1361865913
806	0.1361408875
807	0.1361221178
808	0.1360893566
809	0.1360794565
810	0.1360726716
811	0.1360568979
812	0.1360182681
813	0.1359889627
814	0.135926616
815	0.1359077647
816	0.1358951091
817	0.1358593735
818	0.1358230524
819	0.1357770343
820	0.1357123849
821	0.1356868199
822	0.1356713503
823	0.1356460005
824	0.1356211548
825	0.1356066253
826	0.1355956946
827	0.1355704156
828	0.1355277574
829	0.1354986277
830	0.1354840431
831	0.1354717667
832	0.1354299133
833	0.1354079007
834	0.1354078804
835	0.1353913212
836	0.1353871223
837	0.1353631995
838	0.1353499922
839	0.1353206585
840	0.1352846812
841	0.1352679131
842	0.1352122112
843	0.1351904556
844	0.1351770536
845	0.1351319257
846	0.1351056489
847	0.1350713466
848	0.1350513281
849	0.1350364494
850	0.1349936505
851	0.1349655459
852	0.1349520917
853	0.1349480291
854	0.1349092519
855	0.134893315
856	0.1348806075
857	0.1348670829
858	0.134819473
859	0.134789827
860	0.1347511003
861	0.1347280767
862	0.1347240765
863	0.1347009652
864	0.1346971608
865	0.1346937559
866	0.1346770996
867	0.1346365331
868	0.1346172964
869	0.1345927306
870	0.1345555163
871	0.134537809
872	0.134492971
873	0.1344895414
874	0.1344818275
875	0.1344445349
876	0.1344334221
877	0.1344303814
878	0.1344139325
879	0.1343868426
880	0.1343347696
881	0.1343120196
882	0.1342859996
883	0.1342771732
884	0.1342424639
885	0.134213001
886	0.1341847325
887	0.1341505453
888	0.1341223575
889	0.1341128789
890	0.1341019975
891	0.1340940467
892	0.1340774109
893	0.1340649411
894	0.1340327563
895	0.1340063719
896	0.1339969174
897	0.1339598905
898	0.1339220604
899	0.1338742388
900	0.133872318
901	0.1338544773
902	0.1338068037
903	0.1337662861
904	0.1337548551
905	0.1337190736
906	0.1336962852
907	0.1336663705
908	0.1336268996
909	0.1335944537
910	0.133550014
911	0.1335385359
912	0.1335109681
913	0.1334625854
914	0.1334016062
915	0.1333753361
916	0.1333488522
917	0.1332899864
918	0.1332649098
919	0.1332275198
920	0.1331854011
921	0.1331442102
922	0.1331132496
923	0.1330801192
924	0.1330349908
925	0.1330177607
926	0.1330063617
927	0.1329926717
928	0.1329642981
929	0.1329282503
930	0.1329011789
931	0.1328794402
932	0.1328504625
933	0.1328231142
934	0.1327960156
935	0.1327579418
936	0.1327366447
937	0.1327108893
938	0.1327035572
939	0.1326604141
940	0.1326200094
941	0.1325968322
942	0.1325532083
943	0.1325183953
944	0.1324927397
945	0.1324412014
946	0.1324206076
947	0.1323913044
948	0.1323504913
949	0.1323260311
950	0.1322978862
951	0.1322771106
952	0.1322475987
953	0.1322315595
954	0.1322223958
955	0.1321994721
956	0.1321844369
957	0.1321557831
958	0.1321261176
959	0.1320884915
960	0.1320573098
961	0.1320338345
962	0.1320074839
963	0.1319988175
964	0.1319960201
965	0.1319623362
966	0.1319314452
967	0.1319096368
968	0.1318762067
969	0.1318583141
970	0.1318247672
971	0.1318131967
972	0.1317786276
973	0.1317577577
974	0.1317491531
975	0.1317466048
976	0.1317322305
977	0.1317079081
978	0.1316848077
979	0.1316320876
980	0.1316186592
981	0.1315693508
982	0.1315693372
983	0.1315432138
984	0.1315332649
985	0.1315174835
986	0.1315110296
987	0.1314821492
988	0.1314573908
989	0.1314441956
990	0.1314061725
991	0.1313762241
992	0.1313544811
993	0.1313518912
994	0.1313367949
995	0.131328087
996	0.1312956312
997	0.1312703423
998	0.1312361804
999	0.1312277275
