iter	Passed	Remaining
224	14669	50526
225	14734	50460
226	14805	50418
227	14894	50431
228	14970	50402
229	15038	50346
230	15130	50370
231	15205	50335
232	15274	50280
233	15341	50220
234	15412	50173
235	15493	50156
236	15564	50107
237	15645	50091
238	15714	50037
239	15779	49968
240	15854	49932
241	15922	49872
242	16002	49851
243	16069	49790
244	16145	49754
245	16205	49669
246	16286	49650
247	16359	49607
248	16427	49546
249	16495	49485
250	16575	49461
251	16651	49427
252	16700	49310
253	16770	49255
254	16844	49211
255	16911	49149
256	16983	49099
257	17061	49069
258	17132	49017
259	17207	48975
260	17293	48965
261	17379	48954
262	17465	48941
263	17545	48914
264	17632	48906
265	17705	48857
266	17797	48859
267	17892	48870
268	17969	48831
269	18062	48835
270	18143	48806
271	18228	48788
272	18330	48814
273	18401	48757
274	18476	48711
275	18567	48706
276	18646	48669
277	18732	48651
278	18807	48603
279	18877	48541
280	18945	48476
281	19010	48402
282	19085	48353
283	19150	48280
284	19220	48219
285	19288	48154
286	19359	48095
287	19432	48041
288	19504	47984
289	19571	47917
290	19636	47842
291	19712	47797
292	19801	47779
293	19895	47775
294	19987	47767
295	20063	47719
296	20143	47679
297	20216	47623
298	20281	47549
299	20332	47441
300	20392	47355
301	20457	47283
302	20523	47211
303	20596	47155
304	20667	47095
305	20738	47034
306	20807	46969
307	20855	46857
308	20920	46784
309	20990	46720
310	21077	46696
311	21155	46650
312	21234	46606
313	21320	46579
314	21400	46538
315	21497	46532
316	21571	46478
317	21672	46479
318	21759	46452
319	21859	46451
320	21964	46461
321	22053	46436
322	22140	46405
323	22227	46375
324	22303	46323
325	22369	46247
326	22452	46209
327	22529	46157
328	22604	46101
329	22695	46077
330	22787	46056
331	22867	46010
332	22943	45955
333	23018	45898
334	23149	45953
335	23230	45907
336	23309	45858
337	23391	45813
338	23457	45739
339	23529	45674
340	23598	45604
341	23670	45541
342	23749	45491
343	23815	45415
344	23892	45361
345	23966	45300
346	24035	45230
347	24101	45155
348	24166	45078
349	24242	45021
350	24310	44950
351	24377	44876
352	24445	44805
353	24516	44739
354	24589	44676
355	24661	44612
356	24732	44545
357	24796	44466
358	24868	44403
359	24937	44334
360	25010	44271
361	25082	44205
362	25173	44175
363	25257	44131
364	25332	44070
365	25384	43971
366	25455	43905
367	25537	43857
368	25614	43800
369	25691	43745
370	25766	43684
371	25853	43644
372	25928	43585
373	26013	43541
374	26097	43496
375	26186	43458
376	26272	43416
377	26355	43368
378	26444	43330
379	26520	43270
380	26614	43240
381	26683	43168
382	26760	43110
383	26834	43047
384	26917	42997
385	26984	42922
386	27068	42876
387	27137	42804
388	27220	42754
389	27296	42694
390	27371	42632
391	27462	42595
392	27546	42546
393	27626	42492
394	27701	42429
395	27783	42376
396	27866	42326
397	27957	42286
398	28045	42244
399	28129	42194
400	28205	42132
401	28290	42084
402	28371	42028
403	28455	41978
404	28539	41928
405	28644	41908
406	28735	41867
407	28817	41814
408	28904	41765
409	28986	41712
410	29066	41655
411	29153	41607
412	29235	41552
413	29313	41492
414	29401	41444
415	29486	41394
416	29563	41331
417	29656	41291
418	29743	41243
419	29820	41180
420	29895	41115
421	29981	41064
422	30068	41015
423	30138	40942
424	30218	40884
425	30297	40823
426	30380	40768
427	30457	40704
428	30535	40643
429	30627	40599
430	30709	40542
431	30778	40468
432	30855	40404
433	30939	40349
434	31017	40287
435	31098	40228
436	31177	40166
437	31259	40109
438	31327	40032
439	31413	39980
440	31489	39915
441	31565	39849
442	31650	39794
443	31740	39746
444	31820	39686
445	31892	39615
446	31963	39543
447	32032	39468
448	32110	39404
449	32192	39346
450	32255	39265
451	32334	39202
452	32411	39136
453	32492	39076
454	32579	39023
455	32654	38956
456	32752	38915
457	32831	38852
458	32911	38791
459	32980	38716
460	33080	38677
461	33156	38611
462	33236	38548
463	33310	38479
464	33390	38416
465	33462	38345
466	33539	38279
467	33628	38227
468	33712	38169
469	33799	38114
470	33900	38074
471	33979	38011
472	34089	37981
473	34187	37937
474	34272	37879
475	34350	37814
476	34432	37752
477	34523	37701
478	34611	37646
479	34686	37577
480	34763	37510
481	34845	37448
482	34928	37387
483	35008	37322
484	35087	37258
485	35170	37196
486	35263	37145
487	35348	37086
488	35438	37032
489	35523	36973
490	35609	36914
491	35686	36847
492	35777	36793
493	35860	36731
494	35941	36667
495	36017	36598
496	36100	36535
497	36196	36487
498	36273	36418
499	36359	36359
500	36426	36281
501	36503	36212
502	36579	36143
503	36656	36074
504	36716	35989
505	36794	35921
506	36852	35835
507	36941	35778
508	37023	35714
509	37103	35648
510	37188	35587
511	37265	35518
512	37341	35448
513	37421	35382
514	37499	35314
515	37577	35246
516	37653	35176
517	37733	35111
518	37804	35036
519	37895	34980
520	37961	34901
521	38034	34828
522	38117	34764
523	38190	34692
524	38271	34626
525	38328	34539
526	38402	34467
527	38480	34399
528	38555	34328
529	38629	34256
530	38704	34185
531	38788	34122
532	38873	34059
533	38954	33993
534	39038	33930
535	39122	33867
536	39208	33805
537	39289	33739
538	39364	33668
539	39448	33604
540	39531	33539
541	39613	33474
542	39692	33405
543	39773	33339
544	39860	33278
545	39939	33209
546	40016	33140
547	40109	33083
548	40181	33008
549	40262	32942
550	40341	32873
551	40433	32815
552	40515	32749
553	40593	32680
554	40676	32614
555	40762	32551
556	40841	32482
557	40917	32411
558	41001	32346
559	41083	32279
560	41175	32220
561	41250	32149
562	41325	32076
563	41398	32003
564	41464	31923
565	41556	31864
566	41635	31795
567	41723	31733
568	41802	31663
569	41874	31589
570	41969	31532
571	42050	31464
572	42127	31393
573	42186	31309
574	42256	31233
575	42332	31161
576	42415	31094
577	42498	31028
578	42572	30955
579	42654	30887
580	42736	30820
581	42814	30749
582	42909	30691
583	42994	30626
584	43069	30553
585	43139	30477
586	43210	30402
587	43296	30337
588	43383	30272
589	43467	30206
590	43553	30141
591	43619	30062
592	43697	29991
593	43776	29921
594	43860	29854
595	43944	29788
596	44023	29717
597	44105	29649
598	44181	29577
599	44259	29506
600	44334	29433
601	44410	29360
602	44490	29291
603	44574	29224
604	44654	29154
605	44740	29088
606	44824	29021
607	44909	28955
608	44979	28878
609	45069	28814
610	45157	28750
611	45242	28682
612	45314	28608
613	45395	28538
614	45480	28471
615	45560	28401
616	45640	28331
617	45712	28255
618	45796	28188
619	45875	28117
620	45953	28045
621	46034	27975
622	46103	27899
623	46181	27827
624	46257	27754
625	46335	27683
626	46411	27610
627	46495	27541
628	46580	27474
629	46652	27399
630	46708	27314
631	46782	27240
632	46857	27166
633	46943	27099
634	47035	27036
635	47124	26970
636	47206	26900
637	47287	26830
638	47351	26751
639	47438	26684
640	47504	26605
641	47562	26522
642	47622	26440
643	47697	26366
644	47761	26287
645	47835	26213
646	47919	26144
647	47984	26065
648	48061	25993
649	48126	25914
650	48203	25841
651	48267	25762
652	48351	25693
653	48424	25619
654	48503	25547
655	48583	25476
656	48667	25407
657	48753	25340
658	48822	25263
659	48907	25194
660	48973	25116
661	49047	25042
662	49134	24975
663	49219	24906
664	49296	24833
665	49377	24763
666	49452	24688
667	49530	24617
668	49605	24543
669	49687	24473
670	49770	24403
671	49840	24326
672	49914	24252
673	49980	24174
674	50069	24107
675	50152	24037
676	50235	23967
677	50305	23891
678	50386	23820
679	50456	23744
680	50523	23666
681	50604	23595
682	50681	23522
683	50755	23448
684	50843	23380
685	50910	23303
686	50997	23234
687	51059	23155
688	51138	23082
689	51223	23013
690	51299	22940
691	51380	22868
692	51466	22799
693	51534	22722
694	51607	22647
695	51687	22576
696	51757	22500
697	51831	22425
698	51906	22351
699	51971	22273
700	52062	22206
701	52140	22133
702	52227	22064
703	52291	21986
704	52364	21911
705	52437	21836
706	52514	21763
707	52596	21692
708	52676	21620
709	52751	21546
710	52821	21470
711	52902	21398
712	52975	21323
713	53086	21264
714	53168	21192
715	53247	21120
716	53324	21046
717	53422	20981
718	53511	20913
719	53575	20834
720	53673	20769
721	53744	20693
722	53828	20623
723	53907	20550
724	53983	20476
725	54070	20406
726	54166	20340
727	54241	20266
728	54298	20185
729	54375	20111
730	54452	20037
731	54521	19961
732	54614	19893
733	54689	19819
734	54783	19751
735	54861	19678
736	54941	19605
737	55003	19527
738	55076	19451
739	55166	19382
740	55252	19312
741	55336	19241
742	55431	19173
743	55519	19103
744	55601	19031
745	55681	18958
746	55763	18886
747	55830	18809
748	55898	18732
749	55983	18661
750	56060	18587
751	56137	18513
752	56216	18440
753	56293	18366
754	56363	18290
755	56436	18214
756	56525	18144
757	56618	18076
758	56716	18008
759	56801	17937
760	56879	17863
761	56953	17788
762	57032	17715
763	57121	17644
764	57190	17568
765	57264	17493
766	57347	17420
767	57419	17345
768	57502	17273
769	57575	17197
770	57657	17125
771	57727	17049
772	57796	16972
773	57878	16899
774	57957	16826
775	58040	16753
776	58124	16681
777	58189	16604
778	58270	16531
779	58353	16458
780	58441	16387
781	58512	16311
782	58611	16243
783	58710	16175
784	58787	16100
785	58869	16028
786	58957	15956
787	59034	15882
788	59131	15813
789	59209	15739
790	59290	15665
791	59365	15590
792	59443	15516
793	59523	15443
794	59643	15379
795	59730	15307
796	59810	15234
797	59912	15165
798	60025	15100
799	60121	15030
800	60200	14956
801	60274	14880
802	60347	14805
803	60419	14729
804	60504	14656
805	60586	14582
806	60672	14510
807	60755	14436
808	60840	14363
809	60919	14289
810	61005	14217
811	61080	14141
812	61165	14068
813	61249	13995
814	61339	13923
815	61410	13847
816	61492	13773
817	61582	13701
818	61659	13626
819	61735	13551
820	61823	13479
821	61889	13401
822	61961	13325
823	62040	13251
824	62116	13176
825	62192	13101
826	62268	13025
827	62351	12952
828	62432	12878
829	62514	12804
830	62600	12731
831	62686	12657
832	62769	12583
833	62852	12510
834	62921	12433
835	63032	12365
836	63118	12291
837	63207	12219
838	63286	12144
839	63367	12070
840	63441	11994
841	63533	11921
842	63614	11847
843	63691	11772
844	63767	11696
845	63852	11623
846	63934	11548
847	64004	11472
848	64082	11397
849	64171	11324
850	64231	11246
851	64316	11172
852	64394	11097
853	64476	11022
854	64550	10947
855	64627	10871
856	64706	10796
857	64813	10726
858	64915	10655
859	65001	10581
860	65084	10507
861	65163	10432
862	65240	10356
863	65314	10281
864	65380	10203
865	65436	10125
866	65512	10049
867	65591	9974
868	65666	9899
869	65748	9824
870	65823	9748
871	65908	9674
872	65985	9599
873	66057	9523
874	66122	9446
875	66200	9370
876	66271	9294
877	66346	9218
878	66420	9143
879	66503	9068
880	66595	8995
881	66669	8919
882	66744	8843
883	66821	8768
884	66899	8693
885	66982	8618
886	67064	8543
887	67134	8467
888	67202	8390
889	67268	8314
890	67335	8237
891	67408	8161
892	67473	8084
893	67547	8009
894	67629	7934
895	67744	7863
896	67845	7790
897	67929	7715
898	68014	7641
899	68086	7565
900	68163	7489
901	68254	7415
902	68332	7340
903	68404	7264
904	68488	7189
905	68567	7114
906	68635	7037
907	68717	6962
908	68798	6887
909	68876	6811
910	68963	6737
911	69033	6661
912	69119	6586
913	69205	6511
914	69294	6437
915	69370	6361
916	69460	6287
917	69533	6211
918	69614	6135
919	69686	6059
920	69754	5983
921	69834	5907
922	69933	5834
923	70020	5759
924	70091	5683
925	70175	5607
926	70257	5532
927	70334	5456
928	70413	5381
929	70495	5306
930	70568	5230
931	70650	5154
932	70746	5080
933	70807	5003
934	70878	4927
935	70943	4850
936	71018	4775
937	71107	4700
938	71172	4623
939	71234	4546
940	71293	4470
941	71365	4394
942	71450	4318
943	71523	4242
944	71593	4166
945	71678	4091
946	71764	4016
947	71845	3940
948	71931	3865
949	72014	3790
950	72089	3714
951	72153	3637
952	72227	3562
953	72306	3486
954	72391	3411
955	72472	3335
956	72556	3260
957	72643	3184
958	72730	3109
959	72811	3033
960	72893	2958
961	72975	2882
962	73053	2806
963	73140	2731
964	73223	2655
965	73300	2579
966	73387	2504
967	73490	2429
968	73580	2353
969	73664	2278
970	73731	2202
971	73816	2126
972	73913	2051
973	73998	1975
974	74066	1899
975	74145	1823
976	74226	1747
977	74303	1671
978	74379	1595
979	74470	1519
980	74549	1443
981	74627	1367
982	74700	1291
983	74772	1215
984	74854	1139
985	74933	1063
986	75007	987
987	75103	912
988	75182	836
989	75264	760
990	75342	684
991	75431	608
992	75518	532
993	75601	456
994	75675	380
995	75755	304
996	75830	228
997	75896	152
998	75971	76
999	76056	0
