iter	Logloss
193	0.147153933
194	0.1471181744
195	0.1470905488
196	0.1470363729
197	0.1469455982
198	0.1468118452
199	0.1467673801
200	0.1467238895
201	0.1465030269
202	0.1464673487
203	0.1463606841
204	0.1463109268
205	0.1462256091
206	0.14614739
207	0.1461039983
208	0.146044404
209	0.1459662582
210	0.1458621818
211	0.1458414321
212	0.1457515937
213	0.1456651146
214	0.1456289018
215	0.1455643281
216	0.1455110202
217	0.1454687362
218	0.1454265219
219	0.1453505025
220	0.1453331893
221	0.1452669461
222	0.1451883071
223	0.1451797855
224	0.1451253409
225	0.145052883
226	0.1449654589
227	0.1448712322
228	0.1448078022
229	0.1447808494
230	0.1446820013
231	0.1446262667
232	0.1445256487
233	0.1444778155
234	0.144366398
235	0.1443526041
236	0.1443445246
237	0.1442551549
238	0.1442485967
239	0.144195514
240	0.1441466229
241	0.1441145681
242	0.1440401606
243	0.1439975419
244	0.1439564067
245	0.1438728238
246	0.1438187108
247	0.1437201679
248	0.1436732614
249	0.1436323806
250	0.1435910531
251	0.1434971439
252	0.1434514168
253	0.143367455
254	0.1433220704
255	0.1432704149
256	0.1432325816
257	0.1431340058
258	0.1431016096
259	0.143045514
260	0.1429485817
261	0.1428218493
262	0.1427698692
263	0.1426613782
264	0.1425859036
265	0.1424979643
266	0.1424047062
267	0.142293924
268	0.1422417578
269	0.1422031318
270	0.1421780743
271	0.1421511243
272	0.1421347244
273	0.1421184095
274	0.1420865706
275	0.1420351435
276	0.1419807956
277	0.1418892842
278	0.1418268875
279	0.1416926218
280	0.1416550704
281	0.1416143921
282	0.1415553009
283	0.1415324752
284	0.1414514668
285	0.1414191055
286	0.1413596384
287	0.141262822
288	0.141224597
289	0.1411357424
290	0.1410774976
291	0.1410482848
292	0.1410094638
293	0.1408836133
294	0.140810291
295	0.140763854
296	0.1407334977
297	0.1406891325
298	0.1406479685
299	0.1405395636
300	0.1404933293
301	0.1404011923
302	0.1403656398
303	0.1401664121
304	0.1400350329
305	0.1399690348
306	0.1399123601
307	0.1398756916
308	0.1398571731
309	0.1397657363
310	0.139695317
311	0.1396426907
312	0.1396095453
313	0.1394691753
314	0.1393821535
315	0.139279938
316	0.1392455889
317	0.1391540331
318	0.1390732904
319	0.1390397447
320	0.1389577993
321	0.1388283548
322	0.1387510415
323	0.13868613
324	0.1386315695
325	0.1385865785
326	0.1384424392
327	0.1384204015
328	0.1383369789
329	0.1383332016
330	0.1382874792
331	0.1382538862
332	0.1381553748
333	0.1381261236
334	0.1380989426
335	0.1380196662
336	0.1379544061
337	0.1379035593
338	0.1378164415
339	0.1377268054
340	0.1377065829
341	0.1376849273
342	0.1375986169
343	0.1375806908
344	0.1375613911
345	0.1375071355
346	0.1374925491
347	0.137456378
348	0.137417354
349	0.1373770346
350	0.1373013922
351	0.1372644561
352	0.1371927857
353	0.1371442157
354	0.1371407991
355	0.1371396479
356	0.1370186541
357	0.1369786258
358	0.1369030297
359	0.1368360312
360	0.1367641158
361	0.1367049935
362	0.1366889144
363	0.1366552131
364	0.1366324307
365	0.1365475505
366	0.1365043875
367	0.1364574183
368	0.1364015508
369	0.136282453
370	0.1362280573
371	0.1360965128
372	0.1360637224
373	0.1360136779
374	0.13599042
375	0.1359635046
376	0.1359119643
377	0.1358265455
378	0.1357855652
379	0.1357378441
380	0.1356607433
381	0.1356152302
382	0.1354818305
383	0.1354226085
384	0.1353661218
385	0.1353320388
386	0.1352255402
387	0.1351680814
388	0.1351433541
389	0.1350330636
390	0.1349645542
391	0.1349456823
392	0.1348674281
393	0.1348210918
394	0.134740915
395	0.13472287
396	0.1346746133
397	0.1346662852
398	0.134530368
399	0.1344825757
400	0.1344589107
401	0.1344403017
402	0.1343613455
403	0.1342499241
404	0.1341378199
405	0.1340933555
406	0.1340441181
407	0.1339333991
408	0.1338814638
409	0.1337747553
410	0.1337098847
411	0.1336667612
412	0.1336435314
413	0.133592086
414	0.1334893806
415	0.1334517018
416	0.1333647131
417	0.1332633519
418	0.1332359906
419	0.1331337187
420	0.1330995773
421	0.1330121904
422	0.1329356267
423	0.1328378045
424	0.1327646413
425	0.1327045494
426	0.1325760439
427	0.1325139458
428	0.1324509013
429	0.1323751656
430	0.1323488682
431	0.1323327568
432	0.1322552245
433	0.1321836391
434	0.1321020429
435	0.1320957908
436	0.1320097487
437	0.1319827251
438	0.1319112451
439	0.1318941056
440	0.1318916297
441	0.1318120129
442	0.1317819273
443	0.131748222
444	0.1316890953
445	0.1316722975
446	0.1316241619
447	0.1315992106
448	0.1315537573
449	0.131503631
450	0.1314627811
451	0.1313784722
452	0.1313626243
453	0.1313117228
454	0.1312899258
455	0.1312317468
456	0.131210063
457	0.1311869234
458	0.1311743972
459	0.1310717025
460	0.1310715884
461	0.1310185844
462	0.1309649346
463	0.1309431406
464	0.1308794975
465	0.1308420826
466	0.1307766682
467	0.1306949314
468	0.1306454586
469	0.1306263242
470	0.1305931641
471	0.1305873309
472	0.1305515837
473	0.130551497
474	0.1304557887
475	0.1304063981
476	0.1303728941
477	0.1303135392
478	0.1302984181
479	0.1301851332
480	0.1301331128
481	0.1299862805
482	0.1299114136
483	0.1299027614
484	0.1298523844
485	0.1298288552
486	0.1297808629
487	0.1296991311
488	0.1296547052
489	0.1295770123
490	0.1295315202
491	0.1294325052
492	0.1293946169
493	0.1293451184
494	0.1292896967
495	0.129251017
496	0.1291812333
497	0.1290975876
498	0.1290711202
499	0.1290080932
500	0.1289687862
501	0.12894671
502	0.1288761663
503	0.1288627026
504	0.1288274924
505	0.1288122216
506	0.1287521023
507	0.1287155845
508	0.1286418098
509	0.1286005646
510	0.1285563993
511	0.128496414
512	0.1284624109
513	0.1284462134
514	0.1284400167
515	0.1283840129
516	0.1283263107
517	0.1282634169
518	0.1282081529
519	0.1281262563
520	0.1281042761
521	0.1280412199
522	0.1280285135
523	0.1279019558
524	0.1278642035
525	0.1278641959
526	0.1278450286
527	0.1278262977
528	0.1278231238
529	0.1277747037
530	0.1277185483
531	0.1276640556
532	0.1275540495
533	0.1275318246
534	0.1274664564
535	0.1274242893
536	0.1273786226
537	0.1273136426
538	0.1271991697
539	0.1271788373
540	0.127136272
541	0.1271186417
542	0.1270290093
543	0.1269314705
544	0.1268968352
545	0.1268366534
546	0.1267794878
547	0.1267198108
548	0.1266660641
549	0.1266535764
550	0.1265993808
551	0.126507925
552	0.1264508882
553	0.126415414
554	0.1263122396
555	0.1263031413
556	0.1262388005
557	0.1260627453
558	0.1260133285
559	0.1259219611
560	0.125877773
561	0.1257253942
562	0.1257253147
563	0.1256344774
564	0.1255376601
565	0.1254451479
566	0.1253947485
567	0.1253510128
568	0.1253051352
569	0.1252863997
570	0.1252270725
571	0.1251844017
572	0.1250920887
573	0.1250195422
574	0.1249913384
575	0.1249233105
576	0.1248242712
577	0.1247840336
578	0.124736318
579	0.1247233374
580	0.1246479316
581	0.1245587627
582	0.1244890111
583	0.1244537682
584	0.1243643101
585	0.124345275
586	0.1242816648
587	0.1242500907
588	0.1242415816
589	0.12410827
590	0.1240893054
591	0.1239951592
592	0.1239787082
593	0.1239290787
594	0.1238439883
595	0.1237959107
596	0.1237908744
597	0.1237662254
598	0.1237507846
599	0.1237292262
600	0.1236591596
601	0.1235994454
602	0.12358624
603	0.1235587246
604	0.1235204963
605	0.1234837342
606	0.1234042199
607	0.1233693528
608	0.1233655936
609	0.123316692
610	0.1232310801
611	0.1232249893
612	0.1231460054
613	0.1231277153
614	0.1230818081
615	0.1230460047
616	0.1230309867
617	0.1229751164
618	0.1229406005
619	0.1228778321
620	0.1228584719
621	0.1227985537
622	0.1227529501
623	0.1226132121
624	0.1225280652
625	0.1224930156
626	0.1224500153
627	0.1224365473
628	0.122349704
629	0.122312919
630	0.1222506464
631	0.1222045111
632	0.122114206
633	0.1220303521
634	0.12197684
635	0.1219628409
636	0.1218415424
637	0.1217285723
638	0.1216683274
639	0.1216001547
640	0.1214570738
641	0.121419909
642	0.1213668611
643	0.1213166754
644	0.1212513923
645	0.121213277
646	0.1211451004
647	0.1211043861
648	0.1210358726
649	0.121028649
650	0.1210081266
651	0.1209037016
652	0.1208316735
653	0.1208174404
654	0.1208068458
655	0.1207727676
656	0.1207502618
657	0.1206759151
658	0.1206355423
659	0.120550682
660	0.1205236578
661	0.120489606
662	0.1204567525
663	0.1204088811
664	0.1203449364
665	0.1202761326
666	0.1202201638
667	0.120182607
668	0.1201401841
669	0.1201185655
670	0.1200546919
671	0.1200290267
672	0.1199858766
673	0.1199384836
674	0.1199031802
675	0.1198701172
676	0.1198358212
677	0.1197259082
678	0.119682463
679	0.1196542597
680	0.1196221479
681	0.1195539847
682	0.1195352412
683	0.1195088653
684	0.1194639865
685	0.1194014828
686	0.1193211606
687	0.1192658926
688	0.1192270873
689	0.1191752026
690	0.1191303607
691	0.1191128415
692	0.1190972199
693	0.1190824438
694	0.1190260781
695	0.1190080859
696	0.1189905809
697	0.1189732343
698	0.1189505497
699	0.1189307704
700	0.1188947473
701	0.1188097198
702	0.1186804388
703	0.1186720988
704	0.1186210058
705	0.1186125813
706	0.1185813535
707	0.1185017805
708	0.1184227843
709	0.1183843721
710	0.1183407642
711	0.1182012603
712	0.1181866589
713	0.1181697518
714	0.118113366
715	0.1180366077
716	0.11798462
717	0.1179663348
718	0.1179163469
719	0.1178423661
720	0.1178269846
721	0.1178212605
722	0.1177749557
723	0.1177012659
724	0.1176597763
725	0.1176365893
726	0.1175889161
727	0.1175503021
728	0.1174667138
729	0.1174188882
730	0.1173706344
731	0.1172969963
732	0.1172248099
733	0.1172057534
734	0.117179325
735	0.1171717437
736	0.1171417917
737	0.1171044214
738	0.1170596184
739	0.1170084785
740	0.116940064
741	0.1169015472
742	0.1168948787
743	0.1168649993
744	0.1168256992
745	0.1167864707
746	0.1167681991
747	0.1166757224
748	0.1166374201
749	0.1165945119
750	0.1165376901
751	0.1165023992
752	0.1165018087
753	0.1164651041
754	0.1164591988
755	0.116437622
756	0.1164292582
757	0.1163724443
758	0.116311565
759	0.1162863932
760	0.1162274204
761	0.1162014288
762	0.1161232222
763	0.1160368482
764	0.1160368237
765	0.1160306265
766	0.1159842842
767	0.1159432565
768	0.1159362927
769	0.1159093035
770	0.1158338799
771	0.1158242302
772	0.1157702826
773	0.1157243561
774	0.1156538907
775	0.1156183122
776	0.1155897549
777	0.1155193371
778	0.1155087634
779	0.1154467734
780	0.1154081936
781	0.1153385094
782	0.1152715995
783	0.1152715711
784	0.1151464455
785	0.1151158567
786	0.1150922159
787	0.1150251507
788	0.1149712047
789	0.1149584062
790	0.114901962
791	0.1148737564
792	0.1148737498
793	0.1148051582
794	0.1147956993
795	0.1147809833
796	0.1147554688
797	0.1147394028
798	0.1147121023
799	0.1146897511
800	0.1146476518
801	0.114607738
802	0.1144509881
803	0.1143972847
804	0.1143279413
805	0.1142999811
806	0.1141804822
807	0.11409634
808	0.1140655313
809	0.1139321375
810	0.1139235334
811	0.1138444573
812	0.1138146753
813	0.1137516075
814	0.1137365804
815	0.1137145609
816	0.1136800572
817	0.1136470084
818	0.113583331
819	0.1135523632
820	0.1134772517
821	0.1134692232
822	0.1133692033
823	0.1133036189
824	0.1132719932
825	0.1131792759
826	0.1131412393
827	0.1131149897
828	0.1131024924
829	0.1130752792
830	0.1130314657
831	0.112995649
832	0.1129336216
833	0.1128673329
834	0.1128305073
835	0.1128040956
836	0.1127905982
837	0.1127488628
838	0.112730579
839	0.1126791877
840	0.1126105984
841	0.1125886999
842	0.1125397496
843	0.1125097669
844	0.112452297
845	0.1123358214
846	0.1123239466
847	0.1122983142
848	0.1122852312
849	0.1122537636
850	0.1121074331
851	0.1120622079
852	0.1119662484
853	0.1118969885
854	0.1118509585
855	0.1118331731
856	0.1117899419
857	0.1117432738
858	0.1117056629
859	0.1115880118
860	0.1115582516
861	0.1115122148
862	0.1114927276
863	0.1114716217
864	0.111438871
865	0.1113947852
866	0.111331643
867	0.111310854
868	0.1112318823
869	0.1111722465
870	0.1111366409
871	0.1111297892
872	0.111100021
873	0.111082793
874	0.111050096
875	0.1110160595
876	0.1109777903
877	0.1109491712
878	0.1109003472
879	0.1108423031
880	0.1108136579
881	0.1107476401
882	0.1106881533
883	0.1106785266
884	0.1106068129
885	0.1105937901
886	0.1105619005
887	0.1105346558
888	0.110522397
889	0.1104878097
890	0.1104627148
891	0.1104390166
892	0.1103876198
893	0.1103727188
894	0.1103247846
895	0.1103120226
896	0.110264014
897	0.1102597631
898	0.1102391743
899	0.1101752513
900	0.11012924
901	0.1100772331
902	0.1100195161
903	0.1099132317
904	0.1098679638
905	0.1098263359
906	0.1098262965
907	0.1097678218
908	0.109706998
909	0.1096577798
910	0.1096126945
911	0.1095573617
912	0.1094945221
913	0.1094097996
914	0.1093769534
915	0.109344188
916	0.1092570979
917	0.1092297107
918	0.1092060649
919	0.1091473814
920	0.1091265028
921	0.1091178552
922	0.1090523341
923	0.1089905805
924	0.1089708241
925	0.1089602999
926	0.1089380442
927	0.1088960194
928	0.1088440066
929	0.1088136798
930	0.1087940783
931	0.1087852812
932	0.1087639357
933	0.1087111349
934	0.1086915829
935	0.1086478306
936	0.1086212061
937	0.1086109848
938	0.1085680117
939	0.1085560124
940	0.1085111788
941	0.1084828125
942	0.1084598726
943	0.108444129
944	0.1084014936
945	0.1083797856
946	0.108332282
947	0.1082862119
948	0.1082313149
949	0.1082098137
950	0.1081485459
951	0.1080856642
952	0.1080618273
953	0.1080346613
954	0.1080049382
955	0.1079218596
956	0.1078840717
957	0.1078511505
958	0.1078122615
959	0.1077336001
960	0.1076690675
961	0.1076239213
962	0.1075862022
963	0.1075415574
964	0.1075041837
965	0.1074639104
966	0.1074076721
967	0.1073456715
968	0.1072929933
969	0.1072460992
970	0.1072295241
971	0.1071861077
972	0.1070830455
973	0.1070697297
974	0.1069965307
975	0.1069052142
976	0.1068713331
977	0.106835463
978	0.1067791869
979	0.1067416557
980	0.1066764778
981	0.1065889641
982	0.1065589007
983	0.1065042161
984	0.1064552218
985	0.1064129177
986	0.106381073
987	0.1063388967
988	0.1062384829
989	0.1061825018
990	0.106150335
991	0.1061297568
992	0.1061223006
993	0.1061165133
994	0.1060632342
995	0.1060286319
996	0.105961973
997	0.1059465876
998	0.1059238301
999	0.1058751512
