iter	Logloss
0	0.6575299277
1	0.6230731185
2	0.5918973127
3	0.5634725336
4	0.5373068957
5	0.5130944054
6	0.489586522
7	0.4691759747
8	0.4493294664
9	0.4320614163
10	0.4157741561
11	0.401132428
12	0.387401035
13	0.3749784139
14	0.3627000378
15	0.3516518062
16	0.3418087772
17	0.3325943407
18	0.3234654018
19	0.3151309105
20	0.3079931555
21	0.3000192231
22	0.29400105
23	0.2871271359
24	0.2810797911
25	0.274635642
26	0.2687670855
27	0.2633716423
28	0.2583856463
29	0.2537840297
30	0.2493157168
31	0.2451794982
32	0.2415587113
33	0.2381932151
34	0.2339502729
35	0.2301513144
36	0.2267019512
37	0.223191598
38	0.2198052548
39	0.2167106975
40	0.2139201986
41	0.2114500881
42	0.2091252451
43	0.2068025552
44	0.2048410314
45	0.2031444487
46	0.2012353506
47	0.1997050462
48	0.1981204142
49	0.1965873815
50	0.1950631504
51	0.1936101719
52	0.1924108243
53	0.1913164171
54	0.1901032077
55	0.1890772689
56	0.1879079446
57	0.1869896541
58	0.1861156859
59	0.1852570242
60	0.1844777623
61	0.1836504646
62	0.1828054589
63	0.1820762626
64	0.1813380326
65	0.1806491684
66	0.1800471595
67	0.1795617411
68	0.1789749719
69	0.1783004483
70	0.1776503774
71	0.1771518413
72	0.1765285
73	0.1760741016
74	0.1755830472
75	0.1751551252
76	0.1746250706
77	0.1742245968
78	0.1738370581
79	0.1734194992
80	0.1730471354
81	0.1726170869
82	0.172233805
83	0.1717876171
84	0.17141003
85	0.1710981814
86	0.1706841086
87	0.1703640301
88	0.169985322
89	0.169625605
90	0.1693304645
91	0.1690151752
92	0.1687442051
93	0.1684529826
94	0.1681616532
95	0.167925031
96	0.1676055025
97	0.1673382238
98	0.1671065639
99	0.1668760374
100	0.1667106897
101	0.1665765984
102	0.1663162483
103	0.1661423635
104	0.1658901469
105	0.1656619009
106	0.1654529029
107	0.1652395908
108	0.1650372438
109	0.1648874346
110	0.164657016
111	0.164435826
112	0.1642556216
113	0.1641014051
114	0.1638875208
115	0.1636328159
116	0.1634025068
117	0.1632139514
118	0.1629662988
