iter	Passed	Remaining
455	35028	41788
456	35104	41710
457	35178	41630
458	35269	41570
459	35342	41488
460	35430	41425
461	35515	41358
462	35583	41270
463	35658	41191
464	35740	41120
465	35825	41053
466	35901	40975
467	35988	40910
468	36062	40829
469	36147	40761
470	36224	40685
471	36296	40602
472	36389	40543
473	36468	40469
474	36544	40391
475	36616	40308
476	36697	40236
477	36776	40161
478	36839	40070
479	36914	39990
480	36986	39909
481	37065	39833
482	37144	39759
483	37224	39685
484	37304	39612
485	37376	39529
486	37449	39449
487	37521	39366
488	37588	39279
489	37659	39197
490	37743	39127
491	37818	39048
492	37899	38975
493	37979	38902
494	38063	38832
495	38143	38759
496	38203	38664
497	38287	38594
498	38359	38512
499	38427	38427
500	38514	38360
501	38601	38293
502	38681	38220
503	38763	38147
504	38843	38074
505	38934	38010
506	39010	37932
507	39098	37866
508	39175	37790
509	39260	37721
510	39344	37651
511	39411	37564
512	39489	37488
513	39561	37406
514	39639	37330
515	39716	37253
516	39798	37181
517	39868	37097
518	39959	37034
519	40042	36961
520	40116	36882
521	40211	36822
522	40301	36756
523	40385	36686
524	40470	36616
525	40545	36536
526	40618	36456
527	40699	36383
528	40773	36303
529	40849	36225
530	40922	36144
531	40997	36065
532	41080	35994
533	41173	35930
534	41252	35854
535	41320	35770
536	41397	35692
537	41493	35632
538	41573	35557
539	41652	35481
540	41740	35413
541	41811	35331
542	41889	35254
543	41961	35173
544	42047	35104
545	42129	35031
546	42211	34957
547	42292	34883
548	42375	34811
549	42438	34722
550	42514	34644
551	42585	34562
552	42657	34480
553	42733	34403
554	42817	34331
555	42905	34262
556	42977	34181
557	43039	34092
558	43099	34001
559	43169	33918
560	43238	33835
561	43321	33762
562	43401	33687
563	43474	33608
564	43553	33532
565	43643	33464
566	43721	33388
567	43807	33318
568	43885	33241
569	43961	33164
570	44030	33080
571	44104	33001
572	44173	32918
573	44258	32847
574	44340	32773
575	44422	32700
576	44501	32624
577	44579	32547
578	44660	32473
579	44735	32394
580	44810	32315
581	44895	32244
582	44981	32173
583	45052	32092
584	45130	32015
585	45204	31936
586	45283	31860
587	45359	31782
588	45443	31709
589	45515	31629
590	45592	31552
591	45668	31474
592	45743	31395
593	45820	31318
594	45900	31242
595	45980	31167
596	46052	31087
597	46128	31009
598	46202	30930
599	46276	30851
600	46371	30785
601	46451	30710
602	46524	30630
603	46601	30552
604	46683	30478
605	46764	30404
606	46843	30328
607	46907	30243
608	46981	30163
609	47053	30083
610	47128	30004
611	47209	29930
612	47282	29850
613	47355	29770
614	47452	29705
615	47525	29626
616	47611	29554
617	47699	29484
618	47775	29406
619	47856	29331
620	47936	29255
621	48023	29184
622	48103	29108
623	48188	29036
624	48267	28960
625	48337	28879
626	48414	28801
627	48507	28733
628	48584	28656
629	48661	28579
630	48735	28500
631	48817	28425
632	48893	28347
633	48969	28269
634	49044	28190
635	49121	28113
636	49199	28036
637	49281	27962
638	49358	27884
639	49432	27805
640	49506	27726
641	49578	27646
642	49657	27570
643	49736	27494
644	49807	27413
645	49886	27337
646	49982	27270
647	50063	27194
648	50161	27129
649	50236	27050
650	50329	26981
651	50409	26905
652	50486	26828
653	50574	26756
654	50657	26681
655	50729	26602
656	50809	26525
657	50884	26447
658	50961	26370
659	51048	26297
660	51124	26219
661	51201	26141
662	51280	26065
663	51364	25991
664	51435	25911
665	51504	25829
666	51586	25754
667	51663	25676
668	51740	25599
669	51817	25522
670	51899	25447
671	51975	25368
672	52050	25290
673	52140	25219
674	52227	25146
675	52307	25070
676	52381	24991
677	52451	24910
678	52533	24835
679	52617	24761
680	52698	24685
681	52768	24604
682	52851	24529
683	52925	24451
684	52995	24370
685	53077	24295
686	53151	24216
687	53229	24138
688	53297	24057
689	53377	23981
690	53446	23899
691	53516	23819
692	53603	23746
693	53684	23670
694	53760	23592
695	53836	23514
696	53912	23436
697	53985	23357
698	54066	23281
699	54147	23205
700	54244	23137
701	54321	23059
702	54399	22982
703	54478	22905
704	54552	22827
705	54627	22748
706	54708	22672
707	54785	22594
708	54870	22520
709	54950	22444
710	55023	22365
711	55099	22287
712	55176	22209
713	55262	22135
714	55334	22056
715	55413	21979
716	55486	21900
717	55568	21824
718	55653	21750
719	55725	21671
720	55806	21594
721	55900	21524
722	55986	21449
723	56054	21368
724	56139	21294
725	56215	21216
726	56287	21136
727	56373	21062
728	56452	20985
729	56535	20910
730	56607	20830
731	56685	20753
732	56760	20675
733	56838	20598
734	56917	20521
735	56993	20443
736	57074	20367
737	57149	20288
738	57222	20210
739	57289	20128
740	57366	20051
741	57438	19971
742	57513	19893
743	57584	19814
744	57666	19738
745	57740	19659
746	57817	19582
747	57893	19504
748	57972	19427
749	58051	19350
750	58133	19274
751	58208	19196
752	58289	19120
753	58375	19045
754	58449	18967
755	58531	18891
756	58621	18817
757	58696	18739
758	58769	18660
759	58842	18581
760	58935	18509
761	59012	18431
762	59093	18355
763	59181	18281
764	59257	18203
765	59340	18127
766	59417	18049
767	59493	17972
768	59580	17897
769	59663	17821
770	59752	17747
771	59839	17672
772	59913	17594
773	59993	17517
774	60066	17438
775	60151	17363
776	60231	17286
777	60310	17209
778	60394	17133
779	60479	17058
780	60567	16983
781	60645	16906
782	60727	16829
783	60804	16752
784	60883	16675
785	60957	16596
786	61033	16518
787	61146	16450
788	61233	16375
789	61314	16298
790	61402	16223
791	61479	16146
792	61559	16069
793	61631	15990
794	61701	15910
795	61769	15830
796	61842	15751
797	61923	15674
798	62002	15597
799	62082	15520
800	62168	15445
801	62245	15367
802	62337	15293
803	62431	15219
804	62509	15141
805	62590	15065
806	62669	14987
807	62749	14910
808	62828	14833
809	62909	14756
810	62992	14680
811	63060	14600
812	63138	14522
813	63211	14443
814	63291	14366
815	63375	14290
816	63456	14213
817	63535	14136
818	63613	14058
819	63700	13983
820	63776	13904
821	63856	13827
822	63945	13752
823	64034	13677
824	64120	13601
825	64194	13522
826	64275	13445
827	64350	13367
828	64433	13290
829	64502	13211
830	64583	13134
831	64660	13056
832	64736	12978
833	64813	12900
834	64891	12822
835	64973	12746
836	65039	12665
837	65118	12588
838	65196	12510
839	65261	12430
840	65335	12352
841	65419	12275
842	65488	12196
843	65573	12120
844	65655	12043
845	65729	11964
846	65803	11886
847	65889	11810
848	65954	11730
849	66034	11653
850	66134	11579
851	66213	11501
852	66295	11424
853	66381	11348
854	66458	11270
855	66533	11192
856	66629	11117
857	66705	11039
858	66778	10961
859	66852	10883
860	66940	10806
861	67012	10728
862	67079	10648
863	67170	10573
864	67249	10495
865	67320	10416
866	67399	10339
867	67488	10263
868	67573	10186
869	67652	10108
870	67735	10031
871	67814	9954
872	67890	9876
873	67974	9799
874	68049	9721
875	68133	9644
876	68203	9565
877	68289	9488
878	68381	9413
879	68447	9333
880	68532	9256
881	68611	9179
882	68685	9101
883	68759	9022
884	68840	8945
885	68915	8867
886	68987	8788
887	69061	8710
888	69138	8632
889	69218	8555
890	69293	8477
891	69381	8400
892	69456	8322
893	69544	8245
894	69628	8168
895	69711	8091
896	69790	8013
897	69877	7937
898	69956	7859
899	70042	7782
900	70116	7704
901	70193	7626
902	70272	7548
903	70363	7472
904	70443	7394
905	70517	7316
906	70604	7239
907	70680	7161
908	70759	7083
909	70836	7005
910	70908	6927
911	70984	6849
912	71069	6772
913	71142	6693
914	71216	6615
915	71291	6537
916	71373	6460
917	71449	6382
918	71541	6305
919	71624	6228
920	71694	6149
921	71768	6071
922	71853	5994
923	71940	5917
924	72021	5839
925	72115	5763
926	72198	5685
927	72288	5608
928	72373	5531
929	72449	5453
930	72539	5376
931	72621	5298
932	72696	5220
933	72769	5142
934	72850	5064
935	72930	4986
936	73011	4908
937	73088	4830
938	73174	4753
939	73250	4675
940	73332	4597
941	73414	4520
942	73489	4442
943	73559	4363
944	73630	4285
945	73722	4208
946	73799	4130
947	73871	4052
948	73953	3974
949	74034	3896
950	74116	3818
951	74198	3741
952	74280	3663
953	74357	3585
954	74434	3507
955	74504	3429
956	74577	3350
957	74654	3272
958	74732	3195
959	74811	3117
960	74890	3039
961	74964	2961
962	75039	2883
963	75120	2805
964	75203	2727
965	75280	2649
966	75361	2571
967	75455	2494
968	75533	2416
969	75622	2338
970	75710	2261
971	75799	2183
972	75889	2105
973	75969	2027
974	76054	1950
975	76135	1872
976	76230	1794
977	76311	1716
978	76388	1638
979	76476	1560
980	76543	1482
981	76615	1404
982	76694	1326
983	76769	1248
984	76846	1170
985	76928	1092
986	77001	1014
987	77083	936
988	77165	858
989	77238	780
990	77301	702
991	77359	623
992	77437	545
993	77515	467
994	77590	389
995	77677	311
996	77756	233
997	77827	155
998	77917	77
999	77983	0
