iter	Logloss
0	0.6575299277
1	0.6232604893
2	0.5925922654
3	0.5627941423
4	0.5366594193
5	0.5124981276
6	0.4892217322
7	0.4686818818
8	0.4498951356
9	0.4321705966
10	0.4152072461
11	0.4005880976
12	0.3871161061
13	0.3746864239
14	0.3621478487
15	0.3508860254
16	0.3405539432
17	0.3316686495
18	0.3228235484
19	0.3146631751
20	0.3068600471
21	0.2987082665
22	0.2918096622
23	0.2859237651
24	0.2796276486
25	0.2741364477
26	0.2683923416
27	0.2625796387
28	0.2575979734
29	0.2525793883
30	0.2480652437
31	0.2437201224
32	0.239971291
33	0.2361241336
34	0.2324568914
35	0.2286345772
36	0.2251303079
37	0.2220847758
38	0.2192478532
39	0.2164064275
40	0.2141428889
41	0.2120860781
42	0.2095531891
43	0.2073622896
44	0.2051571583
45	0.2033845501
46	0.2016730332
47	0.1999602363
48	0.1981800495
49	0.1966438151
50	0.1951641367
51	0.1936678834
52	0.1924655419
53	0.1913155246
54	0.1903337452
55	0.1893325276
56	0.1881970709
57	0.1872547631
58	0.1862346483
59	0.1852242571
60	0.1843492202
61	0.1835581233
62	0.182726749
63	0.1820832498
64	0.1813820422
65	0.1807640216
66	0.1801359517
67	0.179501714
68	0.1789916725
69	0.1781659859
70	0.1776619777
71	0.1771448934
72	0.1767350342
73	0.1762778476
74	0.1759914147
75	0.1755715268
76	0.1750512595
77	0.1745896359
78	0.1739351984
79	0.1732932772
80	0.1727454656
81	0.1722409218
82	0.1718435654
83	0.1714313022
84	0.1710188779
85	0.1705888276
86	0.1702964939
87	0.169884353
88	0.1695704313
89	0.1692454889
90	0.1689596134
91	0.1686873392
92	0.1683792408
93	0.1681215032
94	0.1678545481
95	0.167652364
96	0.1674499101
97	0.1671725821
98	0.1669639119
99	0.1666994177
100	0.1664821
101	0.1663323738
102	0.1661247679
103	0.1659916521
104	0.1659047962
105	0.1657506025
106	0.1655921173
107	0.1654439403
108	0.1652920961
109	0.1651403512
110	0.1650349374
111	0.1648994224
112	0.1647027513
113	0.1645744184
114	0.1644465211
115	0.1643214531
116	0.1641937404
117	0.164102319
118	0.1638682287
119	0.1636404397
120	0.1634653858
121	0.1633287808
122	0.1631564264
123	0.162938083
124	0.1627793816
125	0.1626001662
126	0.1624658125
127	0.1622574452
128	0.1620797584
129	0.161911319
130	0.161795536
131	0.1616862627
132	0.1616026422
133	0.1615115169
134	0.1614497786
135	0.1613466939
136	0.161253278
137	0.1611382314
138	0.1610318124
139	0.1609008749
140	0.1607893442
141	0.1606876109
142	0.1605839656
143	0.1605839653
144	0.1605248766
145	0.1604569139
146	0.160368833
147	0.1603188257
148	0.1602297625
149	0.1601638685
150	0.1601069505
151	0.1600560895
152	0.1599982628
153	0.1599330308
154	0.1598542236
155	0.1597568363
156	0.1596890257
157	0.1596647907
158	0.1595926108
159	0.1594267632
160	0.1593712851
161	0.1593084255
162	0.1591777022
163	0.1591367766
164	0.1589687755
165	0.1588275959
166	0.1587777265
167	0.1587473075
168	0.1587102338
169	0.1587017466
170	0.1586359488
171	0.1585598875
172	0.1585360418
173	0.1584358074
174	0.1583900481
175	0.1583208941
176	0.1582684125
177	0.1581017521
178	0.1580014768
179	0.1579149523
180	0.1578663647
181	0.1577412928
182	0.1576156194
183	0.157579391
184	0.1575491681
185	0.1574661194
186	0.1574022947
187	0.1573355185
188	0.157286284
189	0.157240544
190	0.1572093607
191	0.1571313895
192	0.1571313892
193	0.1570378609
194	0.1569932785
195	0.1569795942
196	0.1569134752
197	0.1568800524
198	0.1568574956
199	0.1567338327
200	0.1566739537
201	0.1566172699
202	0.1565696622
203	0.1565126473
204	0.1565126411
205	0.1564632938
206	0.1564261082
207	0.1563757249
208	0.1563757145
209	0.1563189948
210	0.1562772776
211	0.156219729
212	0.1561894862
213	0.1561564141
214	0.1561407183
215	0.1560862169
216	0.1560338878
217	0.1560125025
218	0.1560125015
219	0.155951219
220	0.1559278369
221	0.1558939518
222	0.1558258414
223	0.1557847211
224	0.1557502249
225	0.1557284264
226	0.1556940852
227	0.1556543346
228	0.1556253258
229	0.1555733966
230	0.1555594041
231	0.1555223697
232	0.1555001132
233	0.155470587
234	0.1554194152
235	0.1553985787
236	0.155389877
237	0.1553547319
238	0.1553088004
239	0.1552651939
240	0.155251893
241	0.155206809
242	0.155161284
243	0.1551417126
244	0.1551011423
245	0.1550611741
246	0.1550441348
247	0.1549913465
248	0.1549671321
249	0.1549009818
250	0.1548413104
251	0.1547490638
252	0.1547289515
